id;place;rapport;date;M1;M2;M3;M4;allocation;Hippodrome;nbPartants;idHippodrome;nDistance;nAllocation;idFerrure;idJockey;nbPartants;rPoids;idOeillere;iCote
63691;0;0;06-11-2016;2a;2a;2a;8a;152000;Eskilstuna;12;Solvalla;2140;200000;2;1226;12;0;0;
63695;1;1.1;07-11-2016;1a;2a;1a;Da;120000;Vincennes;7;Vincennes;2100;100000;0;28;11;0;0;1
63698;0;0;07-11-2016;Da;3a;Da;7a;85000;Vincennes;15;Vincennes;2700;85000;1;2;11;0;0;4
63699;1;1.2;07-11-2016;4a;1a;1a;1a;120000;Vincennes;12;Vincennes;2100;100000;0;1931;11;0;0;6
63700;0;0;07-11-2016;3a;3a;1a;1a;50000;Vincennes;13;Enghien;2150;42000;0;1931;16;0;0;1
63701;0;0;07-11-2016;3m;4a;9m;Da;50000;Vincennes;12;Vincennes;2700;47000;2;6;18;0;0;51
63703;1;4.1;07-11-2016;2a;4a;1Da;1a;34000;Vincennes;16;Enghien;2875;36000;0;239;14;0;0;6
63716;0;0;07-11-2016;5a;1a;1a;7a;30000;Graignes;16;Enghien;2150;45000;0;10;15;0;0;15
63717;0;0;07-11-2016;1a;5a;Da;9a;21000;Graignes;17;Nuillé-sur-Vicoin;2850;15000;2;29;14;0;0;4
63718;0;0;07-11-2016;1a;8a;1a;4Distm;21000;Graignes;18;Alençon;2650;20000;2;629;15;0;0;26
63719;1;1.4;07-11-2016;1a;3a;1a;3a;21000;Graignes;14;Les Sables-d'Olonne;2775;20000;2;29;12;0;0;2
63720;0;0;07-11-2016;1a;1a;1a;Da;21000;Graignes;13;Caen;2450;12000;1;550;16;0;0;2
63722;1;1.6;07-11-2016;2a;1a;7m;Dm;20000;Graignes;14;Cherbourg;2625;15000;0;22;14;0;0;4
63756;1;2.1;08-11-2016;Da;3a;1a;Da;6000;Mons;16;Cazaubon Barbotan-les-...;2600;12000;0;3;16;0;0;
63758;0;0;08-11-2016;5a;1a;2a;1a;5040;Mons;16;Mons;1750;5040;0;17579;11;0;0;10
63759;0;0;08-11-2016;5a;Da;2a;Da;6000;Mons;16;Laon;2850;12000;0;1002;14;0;0;
63761;0;0;08-11-2016;2a;3a;Da;Da;5040;Mons;16;Kuurne;1800;1080;0;1014;12;0;0;
63762;0;0;08-11-2016;5a;Da;2a;7a;5040;Mons;14;Mons;2300;5040;0;1014;12;0;0;19
63763;1;1.2;08-11-2016;2a;1a;5a;2a;6000;Mons;11;Mons;2300;6000;0;1171;14;0;0;3
63764;1;1.3;08-11-2016;1a;Da;2a;1a;5040;Mons;12;Ostende;2450;2400;0;528;10;0;0;
63765;0;0;08-11-2016;1a;1a;1a;2a;5400;Mons;10;Mons;2300;5400;2;1171;12;0;0;3
63766;1;1.3;08-11-2016;1a;2a;4a;1a;5400;Mons;10;Duindigt;2000;1760;0;4206;13;0;0;
63767;0;0;08-11-2016;4a;Da;1a;1a;5040;Mons;9;Mons;2300;5040;0;5010;15;0;0;3
63768;0;0;08-11-2016;5Da;11a;0a;6a;46000;Vincennes;16;Vincennes;2850;80000;2;140;11;0;0;28
63770;0;0;08-11-2016;5a;3a;9a;Da;34000;Vincennes;15;Enghien;2875;38000;1;26;16;0;0;5
63771;0;0;08-11-2016;9a;4a;5a;1a;34000;Vincennes;15;Mauquenchy;2850;21000;0;360;13;0;0;5
63772;1;1.9;08-11-2016;2a;5Da;1a;1a;36000;Vincennes;14;Enghien;2875;37000;0;833;15;0;0;21
63778;1;1.3;09-11-2016;1a;1a;2a;1a;90000;Nantes;16;Vincennes;2700;65000;2;71;13;0;0;5
63779;1;1.8;09-11-2016;1a;6a;1a;Da;8000;Nantes;16;Le Croisé-Laroche;2700;4000;2;7178;11;0;0;3
63780;0;0;09-11-2016;Da;10a;6a;6a;26000;Nantes;16;Cabourg;2050;34000;2;70;14;0;0;9
63782;1;2;09-11-2016;3a;3a;0a;3a;21000;Nantes;16;Laval;2875;16000;5;171;16;0;0;21
63783;0;0;09-11-2016;1a;3a;3a;3a;21000;Nantes;15;Nantes;3000;19000;0;2345;16;0;0;5
63784;0;0;09-11-2016;4a;3m;2m;8a;21000;Nantes;14;Enghien;2150;42000;2;388;16;0;0;30
63797;0;0;09-11-2016;6a;14a;15a;8a;32000;Marseille-Vivaux;14;Vincennes;2850;65000;1;34;18;0;0;7
63799;1;1.3;09-11-2016;3a;Da;3a;2a;22000;Marseille-Vivaux;12;Marseille-Vivaux;2650;22000;0;719;16;0;0;30
63800;1;1.7;09-11-2016;Da;1a;1a;1a;22000;Marseille-Vivaux;14;Enghien;2875;60000;0;3620;18;0;0;6
63803;0;0;09-11-2016;4a;Da;4a;2a;21000;Marseille-Vivaux;16;Carpentras;2675;3000;0;7983;11;0;0;
63804;0;0;09-11-2016;8a;7a;6a;2a;6000;Marseille-Vivaux;16;Marseille-Vivaux;2650;18000;0;8622;14;0;0;29
63813;0;0;10-11-2016;Da;Da;2a;Da;55000;Vincennes;18;Vincennes;2700;85000;1;2;14;0;0;5
63815;1;1.6;10-11-2016;1a;1a;Da;1a;36000;Vincennes;15;Enghien;2875;35000;0;1931;14;0;0;1
63816;1;1.1;10-11-2016;1a;1a;1a;1a;120000;Vincennes;9;Vincennes;2100;100000;1;6;9;0;0;1
63817;0;0;10-11-2016;1a;1Da;2a;1a;35000;Vincennes;13;Machecoul;2700;16000;0;4117;16;0;0;2
63818;0;0;10-11-2016;2a;Da;2a;4a;35000;Vincennes;13;Mauquenchy;2850;23000;0;620;17;0;0;10
63870;0;0;11-11-2016;1a;11a;Da;1a;30000;Lyon-La Soie;14;Lyon-Parilly;2825;30000;5;2775;14;0;0;95
63871;0;0;11-11-2016;6a;Da;10a;5a;30000;Lyon-La Soie;11;Lyon-Parilly;2825;30000;0;2261;12;0;0;6
63872;1;1.5;11-11-2016;2a;2a;Da;1a;32000;Lyon-La Soie;18;Reims;2550;32000;1;12;16;0;0;6
63873;1;2.7;11-11-2016;4Da;4a;1a;2a;20000;Lyon-La Soie;14;Le Mont-Saint-Michel;2600;21000;0;2359;15;0;0;8
63874;0;0;11-11-2016;2a;3a;1a;1a;20000;Lyon-La Soie;14;Châlons-en-Champagne;2625;13000;0;8204;16;0;0;
63875;1;1.7;11-11-2016;2a;7a;11a;3a;20000;Lyon-La Soie;13;Lignières;2825;13000;5;740;17;0;0;
63876;0;0;11-11-2016;1a;Da;2a;2a;20000;Lyon-La Soie;13;Paray-le-Monial;2625;15000;0;418;16;0;0;5
63878;0;0;11-11-2016;4a;4a;3a;5a;6000;Lyon-La Soie;16;Lyon-La Soie;2700;20000;5;1310;17;0;0;29
63886;1;1.9;11-11-2016;5a;Da;3a;Da;35000;Vincennes;13;Laval;2225;20000;0;220;14;0;0;9
63887;0;0;11-11-2016;8a;8a;Da;6a;35000;Vincennes;12;Nantes;3000;19000;0;3061;16;0;0;
63888;1;2;11-11-2016;7a;1a;2a;6a;46000;Vincennes;16;Graignes;2700;24000;0;1599;14;0;0;24
63890;0;0;11-11-2016;1a;6a;1a;1a;36000;Vincennes;15;Enghien;2875;37000;0;143;15;0;0;1
63892;1;1.7;11-11-2016;4a;1a;4a;2a;34000;Vincennes;15;Laval;2875;19000;0;17395;16;0;0;5
63907;1;1.1;12-11-2016;3a;1a;1a;4a;7440;Avenches;8;Avenches;2350;20000;0;5557;6;0;0;9
63908;1;1.1;12-11-2016;1a;2a;6a;8a;9300;Avenches;9;Avenches;2350;20000;1;10;7;0;0;
63909;0;0;12-11-2016;1a;Da;Da;Da;13950;Avenches;9;Avenches;2400;8000;0;3120;12;0;0;5
63910;0;0;12-11-2016;1a;1a;1a;1a;7440;Avenches;8;Avenches;2350;20000;0;17373;6;0;0;2
63911;1;1.4;12-11-2016;2a;1a;Da;7a;7440;Avenches;16;Avenches;2350;20000;0;3122;7;0;0;
63926;0;0;12-11-2016;1a;Da;4a;2a;25000;Cabourg;16;Les Sables-d'Olonne;2650;20000;2;7997;12;0;0;7
63927;0;0;12-11-2016;1a;1a;6a;5a;25000;Cabourg;16;Pontchâteau;2800;17000;0;177;14;0;0;5
63928;0;0;12-11-2016;1a;2a;Da;6a;25000;Cabourg;16;Caen;2450;26000;2;1931;17;0;0;4
63930;0;0;12-11-2016;Da;1a;Da;Dm;25000;Cabourg;15;Cabourg;2850;24000;0;1049;16;0;0;14
63931;0;0;12-11-2016;2a;1a;9a;4a;25000;Cabourg;14;Amiens;2400;20000;2;12;14;0;0;5
63933;1;1.6;12-11-2016;4a;1a;3a;Da;23000;Cabourg;14;Vincennes;2850;35000;0;140;15;0;0;2
63942;0;0;13-11-2016;1a;Da;Da;1a;21000;Argentan;18;Vire;2800;17000;5;550;18;0;0;2
63943;1;1.4;13-11-2016;2a;4a;2a;2a;20000;Argentan;16;Cabourg;2850;30000;2;22;14;0;0;4
63944;0;0;13-11-2016;1a;10a;1a;6a;20000;Argentan;15;Cabourg;2875;26000;2;17512;16;0;0;1
63945;1;1.2;13-11-2016;1a;1a;2a;1a;40000;Argentan;16;Laval;2875;60000;1;28;18;0;0;2
63946;0;0;13-11-2016;4a;7a;5a;7a;22000;Argentan;16;Challans;2925;25000;2;4;16;0;0;
63948;0;0;13-11-2016;4a;9a;1a;Da;19000;Argentan;12;Lisieux;2725;20000;0;149;17;0;0;17
63950;1;1.6;13-11-2016;2a;Da;1a;4a;6000;Argentan;16;Chatelaillon-La Rochelle;2625;6000;1;7018;16;0;0;3
63958;0;0;13-11-2016;1a;3a;4a;4a;5000;Wolvega;16;Wolvega;3100;5000;1;19;16;0;0;4
63960;0;0;13-11-2016;6a;1a;7Da;4a;61600;Wolvega;11;Vincennes;2700;110000;2;4;13;0;0;13
63961;1;1.6;13-11-2016;8a;3a;1a;1a;6000;Wolvega;16;Enghien;2875;60000;0;147;18;0;0;8
63963;0;0;13-11-2016;3a;1a;5a;Da;8800;Wolvega;13;Duindigt;2600;8250;0;19;10;0;0;
63964;1;1.4;13-11-2016;1a;4a;1a;5a;6500;Wolvega;12;Le Croisé-Laroche;2700;22000;0;6;15;0;0;3
63974;0;0;14-11-2016;3a;7a;4a;2a;95000;Vincennes;18;Salon-de-Provence;2950;90000;0;719;16;0;0;3
63976;0;0;14-11-2016;11a;10a;11a;2a;55000;Vincennes;13;Laval;2875;60000;0;30;18;0;0;115
63977;0;0;14-11-2016;2a;1a;1a;Da;48000;Vincennes;13;Vincennes;2850;52000;0;1931;14;0;0;5
63978;1;1.5;14-11-2016;1a;1a;1a;1a;48000;Vincennes;13;Enghien;2150;42000;0;34;15;0;0;1
63979;1;3;14-11-2016;2Dpga;2a;1a;8a;64000;Vincennes;15;Enghien;2875;52000;1;18;14;0;0;3
63980;0;0;14-11-2016;2a;5a;8a;5a;38000;Vincennes;16;Vincennes;2100;39000;2;953;17;0;0;2
63990;1;1.9;14-11-2016;9a;9a;1a;5a;26000;Laval;16;Cordemais;2825;28000;0;953;18;0;0;3
63991;0;0;14-11-2016;4a;8a;3a;2a;20000;Laval;16;Mauquenchy;2850;30000;0;925;15;0;0;19
63993;0;0;14-11-2016;3a;5a;3a;5a;20000;Laval;16;Chatelaillon-La Rochelle;2625;21000;0;2638;15;0;0;34
63994;1;3.4;14-11-2016;Da;1a;2a;Da;19000;Laval;16;Le Mans;2950;12000;0;24;13;0;0;
63995;1;1.9;14-11-2016;3a;3a;5a;1a;19000;Laval;16;Le Mans;2950;12000;0;151;14;0;0;
63997;0;0;14-11-2016;5a;1a;Dm;5a;19000;Laval;14;Meslay-du-Maine;2875;21000;0;20;16;0;0;27
64005;1;1.8;15-11-2016;6a;8a;1a;9a;20000;Beaumont-de-Lomagne;14;Toulouse;2750;20000;0;415;16;0;0;38
64008;0;0;15-11-2016;3a;5a;1a;3a;32000;Beaumont-de-Lomagne;16;Toulouse;2750;22000;2;2380;15;0;0;12
64009;1;1.2;15-11-2016;2a;1a;1a;1a;40000;Beaumont-de-Lomagne;12;Bjerke;2100;600000;0;1696;10;0;0;
64010;0;0;15-11-2016;10a;3a;11a;10a;30000;Beaumont-de-Lomagne;13;Bordeaux - Le Bouscat;2650;32000;5;442;12;0;0;14
64011;0;0;15-11-2016;2a;1a;5a;2a;18000;Beaumont-de-Lomagne;16;Toulouse;2950;14000;0;436;14;0;0;18
64012;1;3.1;15-11-2016;1a;3a;Da;5a;20000;Beaumont-de-Lomagne;14;Toulouse;2150;18000;1;442;16;0;0;17
64013;0;0;15-11-2016;1a;2a;2a;4a;20000;Beaumont-de-Lomagne;13;Beaumont-de-Lomagne;2400;15000;0;825;14;0;0;18
64023;1;1.4;15-11-2016;3a;5Da;2a;1a;32000;Reims;16;Meslay-du-Maine;2875;30000;2;153;12;0;0;2
64024;0;0;15-11-2016;6a;10a;4a;1Disqa;22000;Reims;14;Le Croisé-Laroche;2700;22000;2;147;14;0;0;3
64025;0;0;15-11-2016;6a;2a;4m;Dm;21000;Reims;14;Enghien;2150;38000;0;500;15;0;0;30
64026;1;2.2;15-11-2016;4a;1a;2a;Da;21000;Reims;14;Le Croisé-Laroche;2825;19000;2;2407;14;0;0;10
64027;1;1.8;15-11-2016;5a;1a;2a;2a;22000;Reims;14;Le Croisé-Laroche;2700;18000;0;1;16;0;0;3
64031;1;2.2;15-11-2016;Da;Da;4a;1a;6000;Reims;16;Saint-Brieuc;2575;24000;0;1599;18;0;0;8
64044;1;1.4;15-11-2016;1a;1a;1a;4a;36000;Vincennes;14;Toulouse;2950;14000;0;5325;14;0;0;3
64045;1;1.9;15-11-2016;12a;4a;9a;3a;70000;Vincennes;13;Laval;2850;30000;0;1893;18;0;0;43
64046;0;0;15-11-2016;1a;1a;2a;1a;70000;Vincennes;11;Enghien;2875;68000;2;28;15;0;0;3
64047;0;0;15-11-2016;Da;1a;2a;Da;22000;Vincennes;18;Lisieux;2725;25000;5;6761;15;0;0;
64067;0;0;16-11-2016;5a;3a;3Da;4a;20000;Maure-de-Bretagne;17;Craon;2750;23000;0;2829;15;0;0;9
64068;0;0;16-11-2016;0a;10a;1a;1a;20000;Maure-de-Bretagne;16;Vincennes;2850;39000;0;252;16;0;0;31
64069;0;0;16-11-2016;1a;5a;3a;4a;20000;Maure-de-Bretagne;18;Mauquenchy;2850;21000;0;903;13;0;0;4
64070;0;0;16-11-2016;Dm;1m;8a;5a;21000;Maure-de-Bretagne;18;Le Mont-Saint-Michel;2600;21000;0;836;15;0;0;6
64071;1;1.6;16-11-2016;1a;2a;1a;2a;21000;Maure-de-Bretagne;16;Chartres;2800;14000;2;1931;14;0;0;4
64072;0;0;16-11-2016;9a;1a;1a;5a;30000;Maure-de-Bretagne;18;Vincennes;2100;48000;2;4;15;0;0;9
64073;1;1.4;16-11-2016;1a;3a;Da;1a;35000;Lyon-La Soie;12;Mons;2850;48000;1;1696;15;0;0;20
64074;0;0;16-11-2016;9a;1a;3a;Da;20000;Lyon-La Soie;17;Lyon-La Soie;2700;15000;0;1103;12;0;0;62
64075;1;1.8;16-11-2016;Da;4a;7a;3a;20000;Lyon-La Soie;14;Castelsarrasin;2375;14000;0;410;16;0;0;
64076;1;4;16-11-2016;4a;7a;Da;1a;20000;Lyon-La Soie;18;Beaumont-de-Lomagne;2400;16000;1;5862;16;0;0;7
64077;0;0;16-11-2016;1a;1a;1a;Da;22000;Lyon-La Soie;14;Hyères;2650;14000;0;734;12;0;0;4
64079;1;1.5;16-11-2016;3a;1a;Da;5a;20000;Lyon-La Soie;12;Amiens;2400;20000;0;239;14;0;0;2
64080;0;0;16-11-2016;0a;7a;4a;1a;20000;Lyon-La Soie;16;Saint-Galmier;2600;6000;0;7013;16;0;0;
64102;1;1.5;17-11-2016;5a;1a;3a;1a;37000;Vincennes;15;Vincennes;2850;52000;0;4659;14;0;0;47
64104;0;0;17-11-2016;Da;Da;1a;1a;50000;Vincennes;13;Saint-Brieuc;2575;21000;0;7187;17;0;0;27
64105;1;1.5;17-11-2016;1a;0a;1a;0a;50000;Vincennes;13;Enghien;2875;44000;0;4;16;0;0;7
64107;1;2.6;17-11-2016;1a;1a;1a;Dm;50000;Vincennes;18;Vincennes;2700;48000;2;619;15;0;0;6
64109;0;0;17-11-2016;1a;1a;Dm;1a;64000;Vincennes;18;Vincennes;2700;54000;2;38;14;0;0;1
64129;1;2;18-11-2016;10a;2a;2a;6a;42000;Vincennes;16;Vincennes;2700;50000;0;1000;15;0;0;76
64130;0;0;18-11-2016;4a;6a;6a;9a;52000;Vincennes;18;Vincennes;2850;65000;2;1576;18;0;0;21
64131;0;0;18-11-2016;1a;5a;5a;4a;38000;Vincennes;16;Enghien;2875;38000;1;2;16;0;0;2
64157;1;1.5;18-11-2016;1a;Da;1a;1a;6000;Mons;16;Kuurne;2300;3600;0;1014;10;0;0;
64158;0;0;18-11-2016;1a;Da;1a;1a;5040;Mons;16;Mons;2300;5040;0;531;13;0;0;1
64159;1;1.7;18-11-2016;1a;6a;2a;Da;6000;Mons;16;Kuurne;2300;4800;0;513;6;0;0;
64160;1;1.6;18-11-2016;1a;Da;1a;2a;5040;Mons;15;Kuurne;2300;1320;0;514;16;0;0;
64161;0;0;18-11-2016;3a;2a;7a;6a;6000;Mons;14;La Capelle;2700;15000;2;3305;16;0;0;
64162;0;0;18-11-2016;Da;0a;5a;7a;6000;Mons;13;Mons;1750;6000;0;3;15;0;0;14
64163;0;0;18-11-2016;8a;4a;0m;7a;6000;Mons;14;Mons;2300;6000;0;1954;16;0;0;86
64164;0;0;18-11-2016;3a;4a;2a;1a;5040;Mons;12;Mons;2850;6000;0;19;14;0;0;4
64187;0;0;19-11-2016;1a;1a;1a;3a;9300;Avenches;6;Avenches;3000;12000;1;2988;9;0;0;4
64188;1;1.1;19-11-2016;1a;1a;2a;1a;9300;Avenches;7;Avenches;2350;8000;0;2237;14;0;0;2
64189;1;1.1;19-11-2016;4a;1a;1a;1a;7440;Avenches;8;Avenches;2350;8000;0;17373;8;0;0;1
64190;0;0;19-11-2016;8a;4a;5a;3a;9300;Avenches;12;Avenches;2350;8000;0;3210;14;0;0;31
64202;0;0;19-11-2016;10a;9a;3a;2a;25000;Laval;18;Vincennes;2850;55000;1;145;18;0;0;19
64203;0;0;19-11-2016;1a;Da;1a;1a;40000;Laval;10;Laval;2850;30000;0;953;18;0;0;4
64204;1;2.1;19-11-2016;10a;2a;11a;4a;40000;Laval;18;Vincennes;2850;80000;2;2;11;0;0;2
64205;1;1.1;19-11-2016;7a;1a;7a;Da;40000;Laval;8;Laval;2875;30000;0;167;17;0;0;4
64206;1;4.3;19-11-2016;Dm;0a;1a;2a;19000;Laval;16;Durtal;2825;14000;0;46;17;0;0;
64207;0;0;19-11-2016;4a;6m;2a;6m;19000;Laval;16;Chartres;2800;13000;0;2991;14;0;0;
64208;1;1.8;19-11-2016;1a;Da;7a;1a;18000;Laval;16;Cabourg;2850;25000;2;2538;16;0;0;7
64210;1;1.8;19-11-2016;3a;5a;3a;Da;6000;Laval;16;Machecoul;2700;20000;1;5586;15;0;0;
64218;0;0;20-11-2016;1a;3a;6a;2a;14000;Vincennes;14;Vincennes;2100;14000;2;822;15;0;0;2
64219;1;1.2;20-11-2016;2a;1a;2a;1a;120000;Vincennes;9;Vincennes;2175;120000;0;28;7;0;0;1
64220;0;0;20-11-2016;2a;8a;1m;1a;14000;Vincennes;14;Nantes;3000;8000;0;828;16;0;0;13
64221;0;0;20-11-2016;3a;8a;1a;Da;75000;Vincennes;15;Vincennes;2700;85000;2;18;14;0;0;2
64222;0;0;20-11-2016;Da;6a;1a;1a;95000;Vincennes;18;Vincennes;2100;75000;1;34;15;0;0;2
64223;1;1.5;20-11-2016;3a;4a;1a;1a;130000;Vincennes;15;Vincennes;2175;120000;0;1931;12;0;0;2
64224;0;0;20-11-2016;Da;1a;2a;2a;120000;Vincennes;18;Caen;4400;80000;0;5325;18;0;0;26
64226;0;0;20-11-2016;3a;Da;Da;1a;36000;Vincennes;14;Laval;2875;16000;2;153;14;0;0;4
64236;1;1.5;20-11-2016;1a;2a;3a;2m;20000;Beaumont-de-Lomagne;15;Reims;2550;32000;2;6;15;0;0;2
64238;0;0;20-11-2016;8a;1a;8m;8a;17000;Beaumont-de-Lomagne;16;Bordeaux - Le Bouscat;2550;15000;0;2077;15;0;0;
64239;0;0;20-11-2016;2a;1a;5a;9a;17000;Beaumont-de-Lomagne;16;Auch;2800;14000;0;398;18;0;0;
64240;1;2.1;20-11-2016;3a;5a;7a;1a;16000;Beaumont-de-Lomagne;18;Castelsarrasin;2375;16000;2;439;16;0;0;
64241;1;1.2;20-11-2016;1a;6a;1a;1a;30000;Beaumont-de-Lomagne;13;Toulouse;2950;20000;0;21;12;0;0;1
64242;0;0;20-11-2016;2a;1a;1a;2a;40000;Beaumont-de-Lomagne;12;Toulouse;2950;22000;0;415;14;0;0;4
64243;1;1.1;20-11-2016;1a;Da;1a;1a;40000;Beaumont-de-Lomagne;9;Vincennes;2850;80000;1;2;8;0;0;1
64244;0;0;20-11-2016;4a;Da;12a;6a;22000;Beaumont-de-Lomagne;18;Vincennes;2700;50000;1;8;15;0;0;51
64264;0;0;21-11-2016;1a;2a;6a;Da;42000;Vincennes;14;Laval;2225;20000;1;38;14;0;0;2
64265;0;0;21-11-2016;2a;2a;1a;2a;42000;Vincennes;14;Feurs;2850;23000;2;3;15;0;0;2
64267;0;0;21-11-2016;1a;1a;1a;10a;37000;Vincennes;12;Enghien;2875;39000;0;2;8;0;0;2
64269;0;0;21-11-2016;1a;Da;Da;2a;88000;Vincennes;18;Meslay-du-Maine;2875;100000;2;6;16;0;0;2
64270;1;1.5;21-11-2016;3a;1a;2a;7a;60000;Vincennes;9;Vincennes;2850;75000;2;4;12;0;0;5
64272;1;1.6;21-11-2016;2a;1a;1a;Da;36000;Vincennes;16;Laval;2875;16000;0;4673;16;0;0;32
64285;1;2;21-11-2016;2a;2a;7a;Da;30000;Marseille-Vivaux;16;Salon-de-Provence;2950;8000;2;1796;15;0;0;6
64286;1;1.5;21-11-2016;2a;3a;Da;3a;22000;Marseille-Vivaux;16;Marseille-Vivaux;2650;22000;0;719;12;0;0;2
64287;0;0;21-11-2016;3a;Da;8a;1a;22000;Marseille-Vivaux;13;Marseille-Borély;3000;12000;0;719;11;0;0;2
64288;1;1.6;21-11-2016;1a;4m;Da;3m;22000;Marseille-Vivaux;16;Tongres;2150;960;0;541;11;0;0;
64289;0;0;21-11-2016;Da;Da;1a;2a;18000;Marseille-Vivaux;14;Marseille-Borély;3000;17000;0;736;13;0;0;3
64290;1;1.7;21-11-2016;1a;1a;Da;Da;18000;Marseille-Vivaux;14;Marseille-Borély;3000;12000;1;718;13;0;0;19
64292;1;1.9;21-11-2016;3a;5a;6a;2a;20000;Marseille-Vivaux;16;Lyon-La Soie;2700;6000;0;822;16;0;0;3
64311;0;0;22-11-2016;2a;4a;Dm;Da;21000;Lyon-Parilly;13;Le Croisé-Laroche;2825;19000;2;10;14;0;0;6
64312;1;1.3;22-11-2016;10a;Da;3a;2a;21000;Lyon-Parilly;12;Laval;2875;15000;0;1599;16;0;0;10
64313;1;1.6;22-11-2016;1a;8a;Da;5a;30000;Lyon-Parilly;14;Lyon-Parilly;2825;30000;0;710;12;0;0;7
64314;1;1.9;22-11-2016;1a;1a;Da;3Da;22000;Lyon-Parilly;16;Marseille-Vivaux;2650;18000;1;2748;14;0;0;4
64315;0;0;22-11-2016;8a;3a;4a;1a;40000;Lyon-Parilly;14;Lyon-La Soie;2050;30000;0;821;14;0;0;31
64316;1;1.4;22-11-2016;1a;4a;1a;3a;20000;Lyon-Parilly;18;Cavaillon;2600;25000;0;719;16;0;0;7
64317;1;1.2;22-11-2016;1a;1a;3a;1a;40000;Lyon-Parilly;11;Salon-de-Provence;2950;90000;1;821;16;0;0;3
64318;0;0;22-11-2016;12a;1a;2a;14a;40000;Lyon-Parilly;18;Cavaillon;2600;22000;0;3087;15;0;0;30
64334;0;0;22-11-2016;1a;1a;1a;2a;55000;Vincennes;13;Enghien;2875;60000;1;4;18;0;0;2
64335;0;0;22-11-2016;8a;2a;Dm;1a;44000;Vincennes;16;Angers;3125;26000;0;5;17;0;0;3
64336;0;0;22-11-2016;Da;3a;2a;2a;34000;Vincennes;18;Vincennes;2200;34000;1;554;16;0;0;7
64337;0;0;22-11-2016;Da;4a;9a;7a;36000;Vincennes;15;Vincennes;2850;34000;0;142;14;0;0;8
64347;0;0;23-11-2016;1a;2a;4a;6a;30000;Mauquenchy;8;Le Croisé-Laroche;2825;22000;0;6;12;0;0;2
64348;1;1.3;23-11-2016;1a;1a;1a;2a;90000;Mauquenchy;18;Argentan;2875;40000;1;28;16;0;0;1
64349;1;2;23-11-2016;8a;7a;2a;3a;8000;Mauquenchy;16;La Capelle;2700;23000;2;1061;14;0;0;5
64350;0;0;23-11-2016;3a;7a;Da;1a;26000;Mauquenchy;14;Maure-de-Bretagne;2850;30000;0;38;18;0;0;6
64352;0;0;23-11-2016;9a;7a;4a;3a;22000;Mauquenchy;18;Cherbourg;2625;25000;0;2043;17;0;0;3
64354;0;0;23-11-2016;Da;10a;5a;4a;22000;Mauquenchy;16;Vincennes;2850;42000;0;10;16;0;0;80
64355;0;0;23-11-2016;2a;7a;4a;3a;22000;Mauquenchy;16;Mons;2850;6000;0;3;11;0;0;4
64376;0;0;23-11-2016;1m;1m;2m;1Dm;6000;Mons;16;Ostende;2400;3000;0;9663;13;0;0;
64377;1;1.7;23-11-2016;5a;1a;2a;2a;6000;Mons;16;Mons;2300;6000;0;9161;16;0;0;5
64378;0;0;23-11-2016;2a;Da;Da;Da;6000;Mons;16;Mons;1750;6000;0;1014;16;0;0;12
64379;0;0;23-11-2016;11a;5a;1a;2a;5040;Mons;15;Mons;2300;5040;0;1171;15;0;0;4
64380;1;1.1;23-11-2016;5a;2a;2a;2a;7200;Mons;11;Wolvega;2100;61600;2;1;9;0;0;10
64381;0;0;23-11-2016;Da;Da;Da;Da;5040;Mons;16;Mons;2300;5040;0;514;16;0;0;23
64382;1;1.3;23-11-2016;1a;1a;1a;3a;5040;Mons;14;Kuurne;1800;1200;0;9161;16;0;0;
64383;0;0;23-11-2016;1a;1a;2a;4a;5400;Mons;11;Mons;1750;5400;0;4206;10;0;0;1
64385;0;0;24-11-2016;6a;1a;2a;1a;70000;Vincennes;18;Vincennes;2100;82000;0;1696;15;0;0;53
64386;1;1.8;24-11-2016;1a;10a;2a;2a;44000;Vincennes;18;Vincennes;2850;42000;2;2;15;0;0;2
64387;1;2.5;24-11-2016;2a;Da;Da;10a;36000;Vincennes;13;Vincennes;2850;34000;0;238;13;0;0;18
64388;0;0;24-11-2016;4a;Da;1a;Da;36000;Vincennes;13;Vincennes;2850;36000;0;360;14;0;0;2
64390;1;1.9;24-11-2016;4a;8a;1a;6a;60000;Vincennes;18;Lisieux;2725;25000;0;153;15;0;0;
64416;0;0;25-11-2016;4a;0m;6a;4a;22000;Vincennes;16;Machecoul;2700;20000;2;157;15;0;0;
64417;1;2;25-11-2016;11a;10a;Da;10a;55000;Vincennes;16;Saint-Brieuc;2575;21000;0;1196;18;0;0;96
64418;0;0;25-11-2016;1a;1a;6a;8a;46000;Vincennes;16;Enghien;2875;52000;2;28;17;0;0;10
64419;0;0;25-11-2016;3a;2a;3a;5a;34000;Vincennes;14;Vincennes;2200;34000;0;44;15;0;0;13
64420;1;1.4;25-11-2016;2a;3a;4a;10a;34000;Vincennes;13;Chatelaillon-La Rochelle;2625;21000;2;4;15;0;0;3
64422;1;1.7;25-11-2016;Da;Da;2a;1a;44000;Vincennes;14;Graignes;2700;22000;0;360;18;0;0;6
64454;0;0;25-11-2016;4a;5a;2a;1a;5000;Wolvega;12;Mons;2300;6000;0;1014;16;0;0;5
