id;place;rapport;date;M1;M2;M3;M4;allocation;Hippodrome;nbPartants;idHippodrome;nDistance;nAllocation;idFerrure;idJockey;nbPartants;rPoids;idOeillere;iCote
96131;1;1.4;09-02-2019;2m;1a;1m;1a;75000;Vincennes;14;Vincennes;2100;75000;2;3291;15;0;0;4
96132;1;1.7;09-02-2019;5a;1a;Da;3a;100000;Vincennes;11;Vincennes;2100;100000;1;220;16;0;0;12
96133;1;1.2;09-02-2019;10a;1a;11a;8a;52000;Vincennes;14;Vincennes;2850;52000;0;2284;12;0;0;117
96134;1;1.4;09-02-2019;10a;2a;4a;1a;47000;Vincennes;14;Vincennes;2100;56000;2;388;16;0;0;13
96136;0;0;09-02-2019;3a;3a;Da;Da;31000;Vincennes;16;Vincennes;2700;31000;1;2;18;0;0;5
96152;1;1.7;09-02-2019;7a;3a;12a;7a;29000;Toulouse;18;Vincennes;2100;80000;1;34;16;0;0;76
96153;0;0;09-02-2019;1a;Dm;3a;1m;18000;Toulouse;16;Agen;2575;15000;2;1241;15;0;0;2
96154;0;0;09-02-2019;Da;1a;6a;2a;18000;Toulouse;16;Grenade-sur-Garonne;2725;15000;0;436;17;0;0;
96155;1;1.5;09-02-2019;1a;1a;Da;10a;18000;Toulouse;14;Bordeaux - Le Bouscat;2550;18000;2;421;13;0;0;2
96156;1;1.5;09-02-2019;1a;1a;Da;1a;18000;Toulouse;16;Toulouse;2950;16000;2;5876;16;0;0;1
96157;0;0;09-02-2019;1a;4a;6a;2a;18000;Toulouse;16;Grenade-sur-Garonne;2100;13000;0;8295;12;0;0;9
96159;1;1.5;09-02-2019;2a;Da;4a;Da;6000;Toulouse;16;Toulouse;2950;5000;1;1347;15;0;0;110
96165;1;1.4;10-02-2019;6a;Da;1a;Da;80000;Vincennes;12;Vincennes;2850;90000;2;2;14;0;0;2
96166;0;0;10-02-2019;8a;3a;2a;4a;48000;Vincennes;18;Vincennes;2700;62000;0;12;16;0;0;36
96168;1;1.2;10-02-2019;6a;1a;6a;4a;350000;Vincennes;11;Vincennes;2700;900000;2;6;18;0;0;3
96169;0;0;10-02-2019;2a;Da;1a;7a;100000;Vincennes;12;Vincennes;2850;100000;2;6;12;0;0;5
96170;0;0;10-02-2019;3a;4a;7a;1a;39000;Vincennes;16;Vincennes;2850;54000;0;28;18;0;0;10
96171;0;0;10-02-2019;3a;2a;Da;Da;31000;Vincennes;14;Vincennes;2700;35000;2;44;17;0;0;2
96172;0;0;10-02-2019;Da;Da;1a;1a;41000;Vincennes;15;Vincennes;2100;41000;1;2;16;0;0;3
96193;1;1.9;11-02-2019;Da;1a;8a;1a;38000;Vincennes;11;Vincennes;2700;38000;0;8205;11;0;0;5
96195;1;1.3;11-02-2019;2a;2a;5a;10a;39000;Vincennes;15;Vincennes;2850;52000;2;3291;18;0;0;19
96197;0;0;11-02-2019;Da;1a;1a;3a;56000;Vincennes;9;Vincennes;2700;47000;2;28;12;0;0;7
96198;0;0;11-02-2019;1a;4a;Da;4a;35000;Vincennes;16;Vincennes;2700;35000;2;360;11;0;0;4
96206;1;1.1;11-02-2019;3a;3a;6a;3a;4400;Wolvega;8;Wolvega;2100;4400;0;652;11;0;0;28
96209;0;0;11-02-2019;10a;12a;15a;8a;27000;Cagnes-sur-Mer;12;Cagnes-sur-Mer;2925;23000;0;1581;15;0;0;27
96210;1;1.4;11-02-2019;2a;1a;6a;6a;22000;Cagnes-sur-Mer;12;Cagnes-sur-Mer;2925;22000;2;497;13;0;0;4
96211;1;1.1;11-02-2019;2a;1a;8a;3a;36000;Cagnes-sur-Mer;16;Cagnes-sur-Mer;2925;34000;2;15;9;0;0;
96212;1;1.9;11-02-2019;7a;5a;2a;4a;22000;Cagnes-sur-Mer;14;Nantes;3000;24000;0;497;16;0;0;24
96213;1;1.5;11-02-2019;Da;1a;Da;1a;23000;Cagnes-sur-Mer;11;Cagnes-sur-Mer;2925;20000;2;719;11;0;0;1
96214;1;1.8;11-02-2019;1a;5a;1a;Da;23000;Cagnes-sur-Mer;11;Cagnes-sur-Mer;2925;20000;2;1581;12;0;0;2
96215;1;1.7;11-02-2019;1a;4a;3a;Da;30000;Cagnes-sur-Mer;12;Cagnes-sur-Mer;2150;23000;2;497;15;0;0;4
96223;1;2;12-02-2019;1a;3a;1a;1a;39000;Vincennes;12;Vincennes;2700;38000;2;37;9;0;0;3
96225;0;0;12-02-2019;2a;Da;2a;5a;56000;Vincennes;9;Vincennes;2850;47000;2;143;14;0;0;12
96227;0;0;12-02-2019;2a;5a;5a;NULL;41000;Vincennes;15;Vincennes;2700;35000;1;8205;15;0;0;4
96248;0;0;12-02-2019;Da;1a;3a;Da;6000;Mons;16;Mons;2300;6000;0;8403;11;0;0;4
96249;1;1.7;12-02-2019;2a;2a;7a;7a;6000;Mons;16;Kuurne;2300;2400;0;5010;15;0;0;
96250;1;1.5;12-02-2019;1a;1a;Da;Da;5400;Mons;13;Mons;2300;3600;0;1171;8;0;0;
96251;1;1.1;12-02-2019;1a;6a;1a;1a;5400;Mons;10;Kuurne;2300;1200;0;515;7;0;0;
96252;0;0;12-02-2019;1a;Da;1a;1a;45000;Vincennes;15;Lyon-La Soie;2700;28000;2;9444;13;0;0;2
96263;0;0;13-02-2019;3a;Da;9a;4a;16000;Angers;14;Francheville;2475;12000;0;1866;12;0;0;
96264;0;0;13-02-2019;8a;Da;Da;1a;18000;Angers;16;Vincennes;2700;31000;0;8;18;0;0;69
96265;0;0;13-02-2019;Da;5a;Da;2a;16000;Angers;14;Caen;2450;16000;0;143;12;0;0;18
96266;0;0;13-02-2019;1a;3a;Da;3a;18000;Angers;16;Mauquenchy;2850;18000;2;1931;18;0;0;2
96268;0;0;13-02-2019;5a;4a;6a;2a;24000;Angers;18;Vincennes;2850;54000;2;388;18;0;0;27
96271;1;1.4;13-02-2019;3a;Da;Da;1a;25000;Toulouse;18;Saint-Galmier;2000;24000;0;979;16;0;0;9
96272;0;0;13-02-2019;5a;8a;Da;1a;20000;Toulouse;14;Toulouse;2750;20000;2;1822;16;0;0;17
96273;0;0;13-02-2019;1m;4a;5a;2m;21000;Toulouse;8;Cagnes-sur-Mer;2150;19000;0;719;12;0;0;
96274;1;2;13-02-2019;3a;10a;5a;11a;18000;Toulouse;18;Agen;2625;14000;0;411;17;0;0;
96275;0;0;13-02-2019;1a;1a;2a;Da;18000;Toulouse;16;Toulouse;2150;18000;1;708;13;0;0;2
96276;1;2.5;13-02-2019;14a;4a;5a;2a;18000;Toulouse;15;Lyon-La Soie;2700;18000;0;5877;17;0;0;114
96280;1;1.1;13-02-2019;1a;2a;1a;1a;4500;Son Pardo  Majorque;14;Son Pardo - Majorque;2150;4500;0;578;11;0;0;2
96284;1;1.4;14-02-2019;4a;1a;1a;1a;64000;Vincennes;16;Vincennes;2100;80000;2;2;14;0;0;1
96286;0;0;14-02-2019;1a;2a;3a;3a;18000;Vincennes;10;Vincennes;2100;18000;2;7078;12;0;0;6
96287;1;1.5;14-02-2019;2a;2a;1a;1a;47000;Vincennes;11;Vincennes;2100;41000;1;1931;10;0;0;9
96289;1;1.1;14-02-2019;1a;1a;4Da;1a;90000;Vincennes;6;Vincennes;2100;80000;2;2;16;0;0;1
96291;1;1.4;14-02-2019;2a;3a;5m;Da;35000;Vincennes;13;Vincennes;2700;31000;2;2;15;0;0;1
96315;1;1.3;15-02-2019;1a;Da;10a;11a;49000;Cagnes-sur-Mer;16;Cagnes-sur-Mer;2925;41000;2;6412;14;0;0;1
96317;1;1.8;15-02-2019;5a;7a;9a;15a;12000;Cagnes-sur-Mer;15;Cagnes-sur-Mer;2925;22000;0;3982;16;0;0;46
96318;1;1.2;15-02-2019;1Dista;1a;1a;5a;6500;Cagnes-sur-Mer;16;Cagnes-sur-Mer;2925;6500;2;824;12;0;0;2
96320;1;1.3;15-02-2019;6a;3a;Da;7a;20000;Cagnes-sur-Mer;14;Cagnes-sur-Mer;2150;23000;0;8;12;0;0;17
96321;0;0;15-02-2019;1a;1a;11a;7a;34000;Cagnes-sur-Mer;10;Cagnes-sur-Mer;2925;29000;2;3383;13;0;0;8
96322;1;2;15-02-2019;1a;3a;Da;7a;23000;Cagnes-sur-Mer;17;Lyon-La Soie;2725;16000;1;3982;15;0;0;3
96334;1;1.6;15-02-2019;2a;Da;2a;Dm;24000;Graignes;18;Vincennes;2700;18000;2;3046;14;0;0;36
96335;1;1.8;15-02-2019;Da;11a;6a;1a;20000;Graignes;18;Nantes;3000;15000;0;9173;13;0;0;
96336;0;0;15-02-2019;Da;Da;1a;2a;18000;Graignes;18;Caen;2200;21000;0;153;18;0;0;2
96337;0;0;15-02-2019;Da;Da;1a;1a;18000;Graignes;10;Nantes;3000;14000;0;1531;16;0;0;
96339;1;2.4;15-02-2019;Da;2a;Da;Da;18000;Graignes;14;Maure-de-Bretagne;2250;13000;2;29;12;0;0;
96342;0;0;15-02-2019;2a;7a;8a;8a;6000;Wolvega;11;Wolvega;2600;6000;0;8173;8;0;0;3
96344;1;1.6;15-02-2019;0a;9a;5a;6a;5500;Wolvega;9;Rochefort-sur-Loire;3000;4000;1;308;13;0;0;
96345;0;0;15-02-2019;1a;Dista;Dm;Da;5000;Wolvega;9;Wolvega;3100;2500;0;1172;7;0;0;
96359;1;1.4;16-02-2019;6a;1a;13a;7Dista;6000;Agen;16;Toulouse;2950;18000;2;8295;14;0;0;4
96360;1;1.9;16-02-2019;5a;7a;12m;3a;23000;Agen;15;Bordeaux - Le Bouscat;2650;33000;5;5092;18;0;0;68
96362;0;0;16-02-2019;1a;1a;2a;6a;38000;Agen;11;Bordeaux - Le Bouscat;2650;33000;2;1269;18;0;0;1
96363;1;1.7;16-02-2019;1a;Da;4a;Da;18000;Agen;13;Bordeaux - Le Bouscat;2000;16000;1;388;15;0;0;3
96364;1;1.3;16-02-2019;2a;3a;4a;1a;24000;Agen;13;Agen;2625;24000;0;439;11;0;0;7
96365;1;2.3;16-02-2019;1a;5a;2a;2a;18000;Agen;15;Agen;2625;14000;2;406;17;0;0;7
96366;0;0;16-02-2019;3a;3a;Da;6a;18000;Saint-Galmier;18;Nantes;2275;15000;1;17495;12;0;0;
96367;0;0;16-02-2019;13a;4a;1a;2a;18000;Saint-Galmier;16;Lyon-Parilly;2850;16000;0;753;17;0;0;36
96368;1;1.8;16-02-2019;2a;14a;1a;1a;28000;Saint-Galmier;15;Bordeaux - Le Bouscat;2650;33000;5;388;18;0;0;10
96369;0;0;16-02-2019;3a;Da;6a;5a;16000;Saint-Galmier;18;Lyon-La Soie;2050;12000;2;753;12;0;0;
96373;1;1.7;16-02-2019;Da;1a;0a;5a;5500;Saint-Galmier;16;Marseille-Vivaux;2650;20000;2;5862;16;0;0;6
96381;0;0;17-02-2019;3a;1a;2a;3a;100000;Vincennes;6;Vincennes;2100;240000;1;10;17;0;0;5
96383;1;1.5;17-02-2019;1a;2a;7a;9a;48000;Vincennes;16;Vincennes;2100;48000;2;1931;16;0;0;7
96384;0;0;17-02-2019;1a;1a;1a;1a;170000;Vincennes;13;Vincennes;2700;100000;0;34;12;0;0;2
96385;1;1.6;17-02-2019;4a;13a;1a;1a;45000;Vincennes;17;Vincennes;2850;52000;2;17955;18;0;0;6
96386;0;0;17-02-2019;4a;1a;3a;10a;47000;Vincennes;13;Vincennes;2700;100000;2;4;12;0;0;10
96387;0;0;17-02-2019;1a;Da;1a;5a;80000;Vincennes;15;Vincennes;2100;70000;1;2;16;0;0;2
96388;0;0;17-02-2019;2a;2a;Da;1a;31000;Vincennes;15;Vincennes;2175;31000;2;1931;12;0;0;2
96408;0;0;18-02-2019;3a;1a;1a;Da;41000;Vincennes;15;Vincennes;2850;41000;2;34;12;0;0;2
96411;1;1.8;18-02-2019;5a;5a;4a;1a;45000;Vincennes;13;Vincennes;2100;80000;1;8;11;0;0;11
96413;1;1.8;18-02-2019;Da;Da;Da;1a;41000;Vincennes;15;Vincennes;2850;41000;1;2;14;0;0;2
96415;0;0;18-02-2019;3a;9a;Da;7a;31000;Vincennes;13;Vincennes;2850;31000;2;28;13;0;0;6
96423;1;1.1;18-02-2019;1a;1a;5a;1a;5000;Wolvega;8;Wolvega;2600;5000;2;1316;10;0;0;2
96424;1;1.1;18-02-2019;1a;1a;1a;Da;6000;Wolvega;8;Wolvega;2100;6000;1;799;7;0;0;1
96426;1;1.5;18-02-2019;Da;Da;2a;1a;24000;Laval;15;Maure-de-Bretagne;2850;16000;0;6293;16;0;0;
96427;0;0;18-02-2019;1a;2a;2a;3a;18000;Laval;12;Pontchâteau;2800;13000;0;3413;18;0;0;4
96428;1;2.1;18-02-2019;2a;6m;9a;0a;29000;Laval;16;Angers;3125;24000;0;50;18;0;0;41
96429;1;1.9;18-02-2019;1a;6a;6a;Ta;18000;Laval;13;Vincennes;2175;31000;0;4;12;0;0;23
96430;1;1.9;18-02-2019;11a;3a;Da;2a;21000;Laval;16;Vincennes;2850;52000;2;143;14;0;0;20
96439;1;2;19-02-2019;5a;1a;7a;2a;64000;Vincennes;18;Vincennes;2100;100000;2;17955;15;0;0;23
96442;1;1.5;19-02-2019;Da;3a;Aa;2a;47000;Vincennes;12;Vincennes;2850;47000;2;3291;12;0;0;1
96444;1;1.3;19-02-2019;5a;1a;1a;1a;41000;Vincennes;15;Vincennes;2700;41000;5;17955;15;0;0;2
96446;1;2.8;19-02-2019;3a;1a;Da;Da;41000;Vincennes;13;Vincennes;2850;41000;2;3291;13;0;0;11
96457;1;1.6;19-02-2019;1a;1a;4a;3a;27000;Cagnes-sur-Mer;18;Cagnes-sur-Mer;2925;41000;2;728;18;0;0;6
96458;0;0;19-02-2019;1a;5a;11a;10a;27000;Cagnes-sur-Mer;17;Cagnes-sur-Mer;2925;31000;2;15;11;0;0;3
96459;1;1.3;19-02-2019;2a;1a;1a;2a;29000;Cagnes-sur-Mer;14;Vincennes;2850;52000;2;34;14;0;0;4
96460;1;1.9;19-02-2019;Da;2a;8a;11a;25000;Cagnes-sur-Mer;12;Cagnes-sur-Mer;2925;23000;0;4855;9;0;0;5
96461;1;1.3;19-02-2019;2a;2a;2a;3a;24000;Cagnes-sur-Mer;16;Saint-Galmier;2000;24000;2;5862;16;0;0;1
96463;0;0;19-02-2019;Da;Da;4a;2Da;20000;Cagnes-sur-Mer;16;Cagnes-sur-Mer;2925;20000;1;731;14;0;0;6
96465;1;1.3;19-02-2019;1a;3a;3a;1a;6000;Mons;15;Mons;2300;6000;2;524;10;0;0;2
96466;1;1.3;19-02-2019;4a;3a;6a;2a;7200;Mons;16;Vincennes;2100;80000;1;388;11;0;0;40
96467;1;1.3;19-02-2019;3a;1a;7a;1Dista;5040;Mons;14;Mons;2300;5040;0;1424;11;0;0;7
96468;1;1.5;19-02-2019;2a;2a;Da;1a;5040;Mons;12;Mons;2300;3000;2;4973;10;0;0;
96480;0;0;20-02-2019;1a;1a;10m;Da;18000;Vire;16;Argentan;2875;13000;0;4022;18;0;0;4
96481;0;0;20-02-2019;1a;8a;2a;4a;18000;Vire;16;Pornichet;2725;16000;1;4269;14;0;0;2
96482;0;0;20-02-2019;Dm;6a;10a;1a;18000;Vire;18;Cabourg;2750;21000;2;153;16;0;0;2
96483;1;2.8;20-02-2019;1a;8a;5a;6a;23000;Vire;18;Argentan;2875;14000;2;8064;15;0;0;3
96484;0;0;20-02-2019;1a;1m;1m;Da;20000;Vire;18;Nantes;3000;17000;0;29;16;0;0;5
96485;0;0;20-02-2019;1a;Da;1a;6a;27000;Vire;18;Angers;2350;27000;2;2345;15;0;0;4
96489;1;2.1;20-02-2019;3a;10a;4a;3a;18000;Saint-Galmier;18;Lyon-La Soie;2700;15000;2;163;17;0;0;
96490;0;0;20-02-2019;4a;Da;2a;12a;18000;Saint-Galmier;18;Challans;2925;15000;2;9157;16;0;0;
96491;0;0;20-02-2019;4a;1a;1a;6a;28000;Saint-Galmier;11;Lyon-La Soie;2700;20000;1;145;14;0;0;2
96492;1;2.4;20-02-2019;11a;5a;4a;5a;18000;Saint-Galmier;18;Lyon-La Soie;2700;15000;0;1310;16;0;0;
96493;1;1.4;20-02-2019;1a;1a;4a;2a;20000;Saint-Galmier;15;Lyon-La Soie;2700;16000;1;8205;16;0;0;1
96494;0;0;20-02-2019;7a;Da;4a;5a;6000;Saint-Galmier;16;Cagnes-sur-Mer;2925;20000;2;9478;12;0;0;7
96502;1;1.5;21-02-2019;2a;4a;1a;1a;52000;Vincennes;15;Vincennes;2700;64000;2;2;16;0;0;2
96504;0;0;21-02-2019;1a;Da;2a;1a;35000;Vincennes;15;Vincennes;2700;35000;1;6934;15;0;0;2
96506;0;0;21-02-2019;1a;4a;Da;1a;35000;Vincennes;16;Vincennes;2850;31000;2;238;16;0;0;21
96507;1;1.5;21-02-2019;7a;3a;4a;7a;45000;Vincennes;10;Vincennes;2850;39000;0;28;15;0;0;4
96508;0;0;21-02-2019;1a;4a;1a;2a;56000;Vincennes;11;Vincennes;2100;56000;2;8205;15;0;0;12
96509;0;0;21-02-2019;7a;3m;3a;9a;47000;<br;13;Vincennes;2850;47000;2;28;14;0;0;7
96524;1;1.6;21-02-2019;1a;3a;5a;5a;18000;Lyon-La Soie;17;Lyon-La Soie;2700;18000;0;223;17;0;0;7
96525;1;3.2;21-02-2019;9a;Da;2a;6a;26000;Lyon-La Soie;11;Toulouse;2950;29000;2;424;18;0;0;10
96526;0;0;21-02-2019;1a;1a;7a;Da;20000;Lyon-La Soie;11;Lyon-La Soie;2700;17000;2;721;11;0;0;5
96527;0;0;21-02-2019;Da;1a;Da;3a;18000;Lyon-La Soie;18;Cagnes-sur-Mer;2925;20000;1;728;14;0;0;8
96533;1;1.3;22-02-2019;1a;14a;1a;1a;45000;Vincennes;15;Vincennes;2850;39000;2;34;15;0;0;3
96543;1;1.4;22-02-2019;1a;1a;1a;2a;23000;Cagnes-sur-Mer;18;Cagnes-sur-Mer;2925;23000;2;6;15;0;0;2
96544;1;1.6;22-02-2019;1a;1a;Dm;1a;23000;Cagnes-sur-Mer;17;Cagnes-sur-Mer;2925;23000;2;71;10;0;0;6
96545;1;1.5;22-02-2019;1a;1a;Da;3a;20000;Cagnes-sur-Mer;16;Cagnes-sur-Mer;2700;18000;0;504;16;0;0;5
96546;0;0;22-02-2019;1a;1a;1a;5a;23000;Cagnes-sur-Mer;13;Cagnes-sur-Mer;2150;20000;1;71;15;0;0;3
96547;0;0;22-02-2019;1a;2a;9a;6a;7000;Cagnes-sur-Mer;16;Marseille-Vivaux;2650;27000;2;5862;16;0;0;4
96548;1;3.6;22-02-2019;1a;Da;10a;3a;35000;Vincennes;15;Vincennes;2700;31000;2;1599;15;0;0;57
96549;1;1.5;22-02-2019;2a;6a;9a;1a;45000;Vincennes;18;Vincennes;2850;39000;1;28;15;0;0;11
96551;0;0;22-02-2019;1a;6a;7a;2a;35000;Vincennes;11;Vincennes;2700;31000;2;3;16;0;0;12
96557;1;1.2;22-02-2019;4a;4a;6a;9a;25000;Cagnes-sur-Mer;15;Cagnes-sur-Mer;2150;6500;0;10374;15;0;0;23
96558;1;1.1;22-02-2019;1a;1a;7a;1a;34000;Cagnes-sur-Mer;13;Vincennes;2850;52000;2;71;14;0;0;5
96560;1;1.2;22-02-2019;3a;1a;1a;1a;6600;Wolvega;8;Wolvega;2600;11000;2;8173;10;0;0;1
96561;0;0;22-02-2019;1a;6a;5a;1a;8800;Wolvega;8;Wolvega;2100;5500;0;8052;9;0;0;2
96563;1;1.1;22-02-2019;1a;1a;3a;1a;80000;Cagnes-sur-Mer;8;Vincennes;2100;100000;2;2;15;0;0;1
96572;1;1.1;23-02-2019;2a;1a;1a;Da;24000;Mons;16;Mons;2300;6000;0;279;15;0;0;1
96573;1;1.6;23-02-2019;1a;Da;7a;2a;24000;Mons;16;Mons;2300;6000;0;1171;12;0;0;12
96574;1;1.2;23-02-2019;2a;1a;Dista;4a;6000;Mons;13;Mons;1750;7200;0;513;8;0;0;5
96575;0;0;23-02-2019;1a;1a;1a;2a;24000;Mons;16;Mons;2300;6000;2;147;14;0;0;1
96576;1;3.1;23-02-2019;Da;1a;Da;2a;24000;Mons;16;Mons;2300;6000;0;524;10;0;0;2
96585;0;0;23-02-2019;1m;2a;6a;2a;29000;Toulouse;14;Mons;2850;7200;0;819;13;0;0;9
96586;0;0;23-02-2019;10a;1a;5a;9a;24000;Toulouse;18;Vincennes;2850;48000;2;2;18;0;0;14
96587;0;0;23-02-2019;2a;1a;Da;3a;18000;Toulouse;18;Angers;3125;18000;0;623;18;0;0;6
96588;1;1.5;23-02-2019;1a;7a;1a;9a;18000;Toulouse;14;Mauquenchy;2850;18000;0;20729;18;0;0;2
96589;0;0;23-02-2019;1a;11a;6a;9a;21000;Toulouse;16;Vincennes;2700;39000;2;6;18;0;0;11
96590;1;2.5;23-02-2019;5a;Da;8a;11a;21000;Toulouse;14;Lyon-La Soie;2700;18000;2;20729;17;0;0;2
96599;1;2;24-02-2019;1Dista;Da;1a;1a;56000;Vincennes;10;Vincennes;2175;56000;2;6;9;0;0;4
96601;1;1.6;24-02-2019;3a;13a;5a;9a;56000;Vincennes;15;Vincennes;2700;64000;2;953;16;0;0;31
96602;0;0;24-02-2019;1a;2a;1a;5a;41000;Vincennes;16;Vincennes;2700;35000;5;143;17;0;0;6
96603;1;1.4;24-02-2019;Da;1a;1Dista;6a;350000;Vincennes;12;Vincennes;2100;350000;2;2;11;0;0;5
96605;1;1.4;24-02-2019;1a;1a;3a;8a;80000;Vincennes;14;Vincennes;2850;56000;2;10;18;0;0;2
96606;1;2.1;24-02-2019;Da;3a;2a;Da;31000;Vincennes;11;Vincennes;2850;31000;2;44;13;0;0;3
96607;1;1.3;24-02-2019;1a;1a;1a;1a;12000;Vincennes;16;Mauquenchy;2850;6000;0;7018;15;0;0;2
96647;1;1.1;25-02-2019;1a;2Da;1a;1a;18000;Le Croisé-Laroche;16;Nantes;3000;17000;1;153;15;0;0;3
96648;0;0;25-02-2019;Da;5a;Da;Da;18000;Le Croisé-Laroche;16;Amiens;2400;21000;2;28;14;0;0;3
96649;1;2.1;25-02-2019;Da;Da;Da;4a;18000;Le Croisé-Laroche;16;Angers;3125;16000;2;6293;16;0;0;5
96650;1;1.5;25-02-2019;11a;1a;1a;3a;18000;Le Croisé-Laroche;14;Graignes;2700;18000;0;2924;15;0;0;12
96651;1;1.7;25-02-2019;3a;2a;3a;6a;16000;Le Croisé-Laroche;12;Angers;2425;16000;1;2301;14;0;0;5
96653;1;3;25-02-2019;Da;Da;5a;Da;16000;Le Croisé-Laroche;12;Angers;2425;16000;5;5166;14;0;0;13
96667;1;1.4;26-02-2019;4a;4a;7a;Da;16000;Pontchâteau;11;Vincennes;2700;29000;0;151;13;0;0;7
96670;0;0;26-02-2019;1a;9a;2a;3a;17000;Pontchâteau;14;Saint-Brieuc;3150;12000;2;2543;15;0;0;8
96671;1;1.5;26-02-2019;1a;Da;Da;2a;17000;Pontchâteau;12;Cherbourg;2625;12000;0;2829;15;0;0;3
96673;1;2.2;26-02-2019;3a;6a;5a;2a;28000;Pontchâteau;18;Vincennes;2850;64000;2;28;18;0;0;15
96674;1;1.3;26-02-2019;4a;8a;1a;Da;20000;Pontchâteau;14;Vincennes;2850;39000;0;17495;15;0;0;11
96678;1;1.4;26-02-2019;3a;4a;2Dm;1a;24000;Cagnes-sur-Mer;15;Vincennes;2850;45000;2;34;18;0;0;9
96679;0;0;26-02-2019;11a;1a;5a;13a;25000;Cagnes-sur-Mer;14;Cagnes-sur-Mer;2925;29000;2;707;14;0;0;7
96680;0;0;26-02-2019;1a;3a;2a;2a;25000;Cagnes-sur-Mer;11;Cagnes-sur-Mer;2925;23000;2;707;16;0;0;3
96682;1;2.2;26-02-2019;1a;Da;2a;2a;23000;Cagnes-sur-Mer;9;Cagnes-sur-Mer;2925;20000;1;147;14;0;0;2
96683;1;1.5;26-02-2019;1a;2a;6a;6a;12000;Cagnes-sur-Mer;18;Vincennes;2100;18000;1;8826;13;0;0;2
96684;1;1.6;26-02-2019;Da;4a;3a;1a;27000;Cagnes-sur-Mer;14;Marseille-Vivaux;3175;24000;2;707;16;0;0;4
96685;0;0;26-02-2019;3a;1a;1a;1a;29000;Cagnes-sur-Mer;7;Vincennes;2700;38000;0;71;10;0;0;2
96686;1;1.3;26-02-2019;2a;1a;1a;3a;5040;Mons;15;Mons;1750;3000;1;544;8;0;0;
96687;0;0;26-02-2019;1a;3a;Da;Da;5040;Mons;12;Mons;2300;2400;0;4790;9;0;0;
96688;1;1.1;26-02-2019;1a;1a;2a;1a;5040;Mons;10;Mons;2300;3000;0;542;12;0;0;
96689;1;1.3;26-02-2019;1a;4a;1a;1a;5040;Mons;10;Kuurne;2300;1200;0;4790;13;0;0;
96690;0;0;27-02-2019;11a;4a;1a;4a;48000;Vincennes;17;Mons;2850;7200;0;1433;16;0;0;16
96691;1;1.3;27-02-2019;1a;1a;Da;4a;46000;Vincennes;10;Vincennes;2700;38000;0;37;10;0;0;10
96692;1;1.4;27-02-2019;1a;4a;2a;1a;46000;Vincennes;9;Vincennes;2700;38000;0;2;11;0;0;2
96693;0;0;27-02-2019;1a;Da;4a;10a;52000;Vincennes;14;Vincennes;2850;45000;2;144;17;0;0;30
96694;1;1.4;27-02-2019;Da;Da;3a;3a;31000;Vincennes;12;Laval;2875;18000;1;564;12;0;0;6
96695;1;1.3;27-02-2019;1a;2a;3a;5m;47000;Vincennes;14;Vincennes;2100;35000;2;2;13;0;0;1
96697;0;0;27-02-2019;12a;9a;1a;Da;35000;Vincennes;13;Vincennes;2100;35000;1;3282;15;0;0;85
96714;0;0;27-02-2019;Da;2a;1a;1a;5500;Wolvega;13;Wolvega;2600;5500;5;805;8;0;0;1
96716;1;1.1;27-02-2019;2a;2a;1a;4a;5000;Wolvega;9;Wolvega;2600;5000;2;1171;10;0;0;2
96720;1;1.2;28-02-2019;1a;1a;1a;4Da;64000;Vincennes;15;Vincennes;2850;90000;2;2;5;0;0;1
96722;0;0;28-02-2019;Da;1a;Da;1a;80000;Vincennes;11;Vincennes;2700;80000;1;2;14;0;0;2
96723;1;1.3;28-02-2019;15a;1a;6a;2a;52000;Vincennes;13;Nantes;3000;19000;0;891;16;0;0;
96724;1;2.2;28-02-2019;1a;3a;1a;Da;41000;Vincennes;16;Vincennes;2700;35000;2;6;16;0;0;8
96726;0;0;28-02-2019;3a;2a;2a;1a;47000;Vincennes;15;Vincennes;2850;47000;1;1931;10;0;0;3
96730;1;1.5;28-02-2019;1a;1a;Da;Da;18000;Mauquenchy;14;Nantes;3000;15000;0;29;16;0;0;3
96731;0;0;28-02-2019;1a;3a;Da;Da;18000;Mauquenchy;14;Graignes;2700;13000;0;22;13;0;0;7
96732;1;1.4;28-02-2019;2a;1a;4a;3a;5500;Mauquenchy;16;Nantes;3000;6000;5;19603;15;0;0;3
96733;1;3.4;28-02-2019;Da;1a;Da;Da;18000;Mauquenchy;14;Vincennes;2850;31000;1;153;16;0;0;6
96734;1;1.4;28-02-2019;1a;3a;5a;8a;18000;Mauquenchy;18;Mauquenchy;2850;16000;1;17537;16;0;0;3
96735;0;0;28-02-2019;Da;Da;7a;4a;24000;Mauquenchy;18;Vincennes;2700;100000;2;1931;6;0;0;41
96750;1;1.5;01-03-2019;3a;1a;1a;9a;41000;Cagnes-sur-Mer;15;Cagnes-sur-Mer;2925;41000;0;504;18;0;0;3
96752;0;0;01-03-2019;7a;2a;7a;1a;24000;Cagnes-sur-Mer;11;Cagnes-sur-Mer;2150;24000;0;2748;16;0;0;29
96753;1;1.4;01-03-2019;1a;1a;1a;Dm;29000;Cagnes-sur-Mer;12;Cagnes-sur-Mer;2925;23000;2;71;16;0;0;3
